17592	2693
4774	1121
11610	2700
6569	3249
4635	945
1989	2148
9207	1498
9207	1498
10040	1289
9114	1022
9114	1022
11645	1019
14412	1374
5423	3231
12254	3244
11456	1002
17121	2281
1053	2975
389	1019
10687	1306
10687	1306
4220	2923
4220	2923
11475	2669
12760	1313
8290	3311
7793	1056
1255	1015
6919	1672
10469	3292
11428	2664
12861	2621
9429	3283
13810	2621
6940	1122
11576	1632
9930	3266
4175	2725
4175	2725
415	3327
15221	2621
584	1739
14602	1622
7449	1892
1102	1011
10255	1630
10255	1630
10255	1630
7348	1955
5269	2581
11703	1835
8783	2171
6961	3266
10002	1289
7343	1211
12396	2580
12106	2440
5721	1088
5094	2734
5094	2734
12433	3101
10770	981
16048	2619
15169	2910
12382	1606
10625	3290
11553	922
5259	2584
6941	2220
5254	1323
7334	2163
4321	3282
4321	3282
6767	1998
6767	1998
1595	1092
1595	1092
436	2304
7322	3158
14592	1695
11602	1888
11558	1224
16375	3258
16375	3258
16375	3258
16375	3258
11597	2090
11185	1622
11185	1622
591	1139
10671	2423
10671	2423
11157	1368
11157	1368
15499	2174
13549	2218
12036	1896
13162	1753
4464	1343
11214	2754
11214	2754
14605	1821
10976	2721
12367	2565
10490	1123
16168	1395
7342	3140
16654	1100
17163	1827
8485	2062
13124	2173
7347	3134
15802	1459
2009	1119
12751	2266
446	3282
7458	2420
12858	2283
13833	909
17726	941
17726	941
11047	2660
14444	2513
860	1421
563	1668
7421	2466
14583	1391
5450	1410
10089	3238
11921	1831
11404	1821
6969	924
6969	924
6969	924
15285	2216
11967	1920
12925	2620
3948	1110
3948	1110
3781	1003
3781	1003
1832	3225
578	1001
581	1794
10366	2435
10366	2435
10366	2435
4235	1753
17142	1665
4522	926
11602	1625
14366	1593
4492	3264
4251	1752
12500	1036
3843	1991
3843	1991
4816	1198
6768	2250
6768	2250
16481	2212
16481	2212
14621	837
4726	1095
4726	1095
10866	1733
313	1090
1057	2131
12978	1715
17587	979
17436	3327
1405	2401
9638	1021
12457	1420
16295	1446
16295	1446
16295	1446
4271	2659
4271	2659
7195	1215
10053	1105
7226	1083
4450	1409
10928	2504
6818	2055
5260	2614
8819	979
8819	979
1711	2858
15305	2207
