3913	235
8351	749
10585	238
2435	820
8632	728
9940	727
1582	12
6659	443
7564	688
3730	34
3703	181
10320	397
6669	30
8180	243
10167	14
2261	476
2274	237
4165	14
6347	557
5714	633
2005	177
2321	212
2937	750
1645	638
3440	533
1978	25
8222	235
6111	240
10693	212
7918	89
5463	235
1739	443
10290	536
8276	601
8368	36
5051	442
9739	487
3682	830
2679	446
856	237
3763	760
4688	90
9686	442
1143	216
5266	453
10804	196
6290	487
7418	73
7866	748
6893	238
2574	89
5475	31
10515	736
5830	473
4607	822
10379	557
6792	621
6251	687
4429	177
7648	470
9555	42
7395	442
6421	217
3179	232
7316	177
7488	239
7452	608
8305	576
7573	89
2875	728
5163	259
6354	369
8291	241
3069	123
6471	44
7406	513
2097	513
9406	421
7619	31
6133	633
8702	57
7626	444
5896	31
1795	378
1432	182
1495	235
7108	182
6740	42
4197	157
4996	487
2257	73
6222	34
9612	633
1474	611
1294	34
4951	212
10308	234
9618	232
4739	240
8298	442
7379	749
4404	487
6847	616
4084	265
1057	517
5262	23
2784	748
9913	651
6671	42
9086	442
1363	493
1964	687
10314	727
10758	25
2648	487
5256	487
9895	232
3064	633
8123	772
1677	729
8056	237
3465	238
1435	621
4665	445
7606	93
2399	14
1204	728
2554	53
10673	421
8314	166
1017	633
8613	443
7342	123
1321	461
7497	445
10563	442
1923	236
10747	762
6673	726
5084	89
7737	182
4051	442
3414	216
5695	728
9004	242
8953	354
9969	458
4531	756
6177	53
6375	487
5639	237
8841	181
1636	421
2232	323
3013	729
7578	218
8085	232
5617	340
7415	232
10299	443
10226	29
6124	728
5101	196
7300	374
10060	443
9073	177
4874	557
4864	830
9796	14
4798	238
4193	621
3959	216
3481	127
3932	748
972	232
3021	756
5018	487
9756	443
6043	235
3267	258
9624	442
9199	728
4305	633
5165	15
8289	240
2033	235
10606	727
10600	592
1205	729
9955	748
5255	577
1094	487
3941	633
5684	442
3038	175
2146	443
7540	244
6597	557
7300	450
8091	235
1415	748
5894	233
4171	730
5851	81
5880	354
4951	443
3720	443
3867	196
2995	762
1103	749
8670	196
2072	728
6244	235
3601	637
7685	25
2254	196
6505	236
2131	487
7308	761
7751	760
8627	54
5342	239
5881	517
9387	761
2843	437
4445	233
9474	237
1603	36
4304	240
5810	785
4023	32
9037	444
5193	25
10111	445
1945	443
9322	235
3540	239
10274	236
5289	387
1549	237
4379	487
6049	196
4694	441
3597	607
5916	233
5600	814
9681	44
7360	236
4179	15
3152	239
2583	163
10164	445
2136	330
7093	633
9224	727
9830	196
1384	461
2472	749
9560	25
9262	90
864	633
1564	818
4155	728
1392	443
1142	77
5720	442
7676	607
9716	31
10470	238
10747	637
7186	493
2694	584
2263	71
5447	444
4726	216
6070	558
3083	305
3666	444
2271	34
1250	728
1591	727
9432	640
3634	451
6631	772
4849	31
932	445
4033	749
9027	727
907	235
8963	238
9653	340
6251	442
4141	749
5425	25
3976	236
2318	728
6033	443
4077	749
4683	445
2058	620
3566	469
6288	36
3425	726
5879	33
5177	729
8935	318
7718	727
9234	756
9517	233
5905	232
8102	723
2011	277
2281	785
6415	557
9785	646
9658	34
8979	748
2787	175
3447	487
3605	749
8067	145
9111	217
7228	232
9553	611
10757	102
10421	490
5474	583
1933	676
1012	517
10411	442
7325	443
2167	89
2061	536
6023	633
4841	32
10824	719
4517	444
10084	442
10721	346
9547	557
6685	484
6670	533
7587	749
1114	446
4590	728
9246	197
9083	16
8637	567
1495	11
1720	32
8038	67
10045	443
6733	16
8263	168
2116	90
4152	619
5974	77
5837	445
1679	235
6876	239
2315	212
3725	171
6527	751
1059	90
2683	557
1217	750
7953	11
9676	730
2591	237
9784	387
8970	331
2805	795
9210	444
5094	534
8878	16
3031	748
10820	12
4893	532
5804	636
10797	633
1626	31
5960	727
3291	444
2285	749
8419	536
10555	110
4713	378
8212	553
5254	394
7098	601
8402	89
2482	244
2406	159
2027	258
6942	445
6753	31
9901	235
1724	284
5157	762
10147	446
2319	234
9213	633
6854	93
9099	549
2850	807
10351	14
4130	181
10710	785
4038	34
4761	727
9279	633
4627	31
1277	442
3340	524
1871	728
2608	728
5038	145
10669	495
5938	14
8870	467
6818	88
1773	236
3386	749
3423	53
10383	751
7508	534
2232	308
2654	365
3062	443
10657	443
6263	358
10811	212
5288	749
7493	444
8766	727
6155	750
10747	136
1195	673
2611	608
2714	25
1506	608
9410	445
9733	237
2521	31
4582	239
1764	557
7011	31
1151	11
7465	34
10336	31
1022	759
9497	25
7451	756
3619	727
6533	16
8892	237
7199	727
8896	196
6741	633
4882	33
7470	592
10383	611
2552	192
4120	232
2162	728
7726	145
5196	11
4839	32
10169	222
1966	73
5281	42
2810	235
3285	425
3613	192
1001	79
7764	487
3038	727
1762	749
9767	158
9278	772
9691	495
8505	492
2709	729
2121	233
3813	492
4927	31
9502	619
6639	727
1247	31
8261	233
1707	728
8819	633
